module,scope,path,container,boxDecoration,borderRadiusCircular,radiusCircular,edgeInsets,fixedWidth,fixedHeight,totalDivergence,exception,exceptionReason
admin,root_page,flutter_app/lib/features/admin/presentation/pages/ab_test_dashboard_page.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/pages/admin_home_page.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/pages/admin_settings_page.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/pages/analytics_dashboard_page.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/pages/funnel_dashboard_page.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/ab_test_dashboard_common.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/ab_test_dashboard_sections.dart,0,0,0,0,0,0,0,0,no,-
admin,feature_widget,flutter_app/lib/features/admin/presentation/widgets/admin_dashboard_state_content.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/admin_home_dashboards_footer.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/admin_home_metrics_realtime.dart,0,0,0,0,0,0,0,0,no,-
admin,feature_widget,flutter_app/lib/features/admin/presentation/widgets/admin_metric_card.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/analytics_dashboard_common.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/analytics_dashboard_sections.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/funnel_dashboard_common_painter.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/funnel_dashboard_selector_metrics.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/funnel_dashboard_waterfall_details.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_examples_and_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_principles_section.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_topics_boundary_bridge_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_canonical_states_section.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_flows_registry_handoff.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_handoff_and_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_actions_and_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_overview_section.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_tabs_and_panels.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/arena_join_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/arena_leaderboard_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/arena_mode_detail_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/challenge/verified_challenges_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_blocked_users_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_governance_gate_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_governance_gate_page_tier_style.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_guide_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_guide_page_faq_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_guide_page_guide_tab.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_guide_page_tips_safety_content.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_report_case_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_resolution_center_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_safety_center_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/arena_trust_breakdown_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/governance/my_arena_reports_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_flow_map_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_home_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_home_page_hero_and_templates.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_home_page_modes_and_rooms_section.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_home_page_search_and_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page_flows_registry_handoff.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page_handoff_and_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page_screens_states_section.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_hero_and_tabs.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_rewards_and_safety.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_tab_content.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/points/arena_points_entry_detail_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/points/arena_points_ledger_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_creator_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_smart_rule_builder_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_smart_rule_builder_page_review_submit.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_studio_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page_demo_and_title_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page_domains_suggestions_dropdowns.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page_titles_and_shared_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_join_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_join_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_leaderboard_body.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_leaderboard_controls.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_leaderboard_rows_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_actions.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_hero.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_prediction.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_quality.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_related.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_rules.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_navigation_actions.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_field_controls.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_helpers.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_models.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_privacy_clarity.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_resolution_timing.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_setup_fields.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_status_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_stepper_title.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_suggestions_eligibility.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_summary_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_report_case_related_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_report_case_summary_timeline.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_report_case_system_appeal.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_safety_center_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/arena_safety_center_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/my_arena_reports_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/governance/my_arena_reports_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/hub/arena_date_format.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/hub/arena_flow_map_nodes.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/hub/arena_flow_map_overview.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/hub/arena_flow_map_qa.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/hub/arena_state_cards.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/hub/arena_viewport_padding.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_entry_detail_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_entry_detail_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_ledger_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_ledger_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_creator_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_creator_hero_trust.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_creator_tabs.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_smart_rule_builder_page_basics_fields.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_smart_rule_builder_page_condition_timing_fields.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_fee_banner.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_stepper.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_steps.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/login_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/register_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/cross_module_analytics_page.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/smart_alert_center_page.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_generate_and_reports_tabs.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_generate_tab.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_page.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_settings_tab.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard_page.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_common.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_painters.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_tabs.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_icon_widgets.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_tabbed_shell.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_cards.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_common.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_history_settings.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_tabs.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_analysis.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_common.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_history.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_overview.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_painters.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_tabs.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/hub/dca_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/hub/dca_page_common.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/pages/hub/dca_page_history_and_create_sheet.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/hub/dca_page_plans_and_tools.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/hub/dca_page_state_overview.dart,0,0,0,0,1,0,0,1,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_multi_asset_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_multi_asset_page_assets_and_performance.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_multi_asset_page_common.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_multi_asset_page_setup.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_performance_compare_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_portfolio_optimizer_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_portfolio_optimizer_page_common.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_allocation_strategy.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_common.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_settings_and_preview.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_dashboard_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/research/dca_backtester_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/research/dca_dynamic_amount_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/research/dca_dynamic_amount_page_common.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/pages/research/dca_dynamic_amount_page_hero_and_strategy.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/research/dca_dynamic_amount_page_history_and_config.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/research/dca_dynamic_amount_page_volatility_chart.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/pages/schedule/dca_schedule_analytics_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/schedule/dca_schedule_config_page.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/pages/schedule/dca_smart_rules_page.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/dca_delete_button.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/dca_missing_config_panel.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/hub/dca_currency_formatters.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_actions.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_metrics.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_shell.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_analysis.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_charts.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_painters.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_primitives.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_tabs.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_allocation_widgets.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_common_widgets.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_comparison_hero.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_floating_actions.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_frontier.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_frontier_painter.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_header_drift.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_stat_widgets.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_tab_panels.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_tabs.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_analysis.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_charts.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_common.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_results.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_setup.dart,0,0,0,0,0,0,0,0,no,-
dca,feature_widget,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_tabs.dart,0,0,0,0,0,0,0,0,no,-
dca,root_page,flutter_app/lib/features/dca/presentation/widgets/schedule/dca_schedule_common.dart,0,0,0,0,0,0,0,0,no,-
