name,file_count,files
"_LegendItem",5,"lib/features/dca/presentation/pages/research/dca_dynamic_amount_page_volatility_chart.dart; lib/features/markets/presentation/pages/research/social_signals_page_performance_widgets.dart; lib/features/markets/presentation/widgets/tools/market_sector_distribution.dart; lib/features/predictions/presentation/widgets/event/prediction_advanced_chart_analysis.dart; lib/features/trade_copy/presentation/widgets/analytics/performance_attribution_painters.dart"
"_LegendRow",3,"lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_analytics_chart_shared.dart; lib/features/trade_copy/presentation/widgets/analytics/performance_attribution_painters.dart"
"_LevelCard",3,"lib/features/p2p_marketplace/presentation/widgets/hub/p2p_dashboard_overview_cards.dart; lib/features/p2p_marketplace/presentation/widgets/hub/p2p_trading_level_cards.dart; lib/features/predictions/presentation/widgets/event/prediction_advanced_chart_analysis.dart"
"_MetaItem",5,"lib/features/earn_savings/presentation/widgets/savings/savings_goal_visuals.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_disputes_page.dart; lib/features/predictions/presentation/widgets/event/prediction_event_detail_common.dart; lib/features/profile/presentation/widgets/device_management_page_common.dart; lib/features/trade_copy/presentation/widgets/hub/copy_notifications_page_sections.dart"
"_MetaText",3,"lib/features/arena/presentation/pages/hub/arena_home_page_search_and_shared_widgets.dart; lib/features/arena/presentation/pages/hub/my_arena_page_shared_widgets.dart; lib/features/earn_savings/presentation/widgets/savings/savings_export_summary_widgets.dart"
"_MetricBlock",3,"lib/features/cross_module/presentation/pages/tax_report_center_generate_tab.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_strategies.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_active_widgets.dart"
"_MetricBox",8,"lib/features/trade_compliance/presentation/widgets/client_money/arm_integration_providers.dart; lib/features/trade_compliance/presentation/widgets/client_money/cass_reconciliation_records_common.dart; lib/features/trade_compliance/presentation/widgets/client_money/client_money_protection_page_common.dart; lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_scenarios_actions.dart; lib/features/trade_compliance/presentation/widgets/disclosures/performance_scenarios_outcome_widgets.dart; lib/features/trade_compliance/presentation/widgets/execution/execution_venue_comparison.dart; lib/features/trade_compliance/presentation/widgets/governance/client_categorization_overview_tab.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_shared.dart"
"_MetricCard",11,"lib/features/admin/presentation/widgets/admin_home_metrics_realtime.dart; lib/features/earn_savings/presentation/widgets/savings/savings_analytics_charts_metrics.dart; lib/features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_shared.dart; lib/features/markets/presentation/widgets/tools/comparison_tool_content.dart; lib/features/p2p_marketplace/presentation/widgets/ads/p2p_ad_analytics_overview_cards.dart; lib/features/p2p_marketplace/presentation/widgets/hub/p2p_dashboard_overview_cards.dart; lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_common.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_drawdown_analyzer_page_sections.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_risk_dashboard_metrics.dart; lib/features/trade_copy/presentation/widgets/safety/copy_safety_metrics_tools.dart; lib/features/wallet/presentation/widgets/tools/wallet_health_score_cards.dart"
"_MetricGrid",6,"lib/features/admin/presentation/widgets/admin_home_metrics_realtime.dart; lib/features/dca/presentation/widgets/hub/dca_overview_demo_metrics.dart; lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_overview.dart; lib/features/earn_savings/presentation/widgets/savings/savings_ladder_analysis.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_drawdown_analyzer_page_sections.dart; lib/features/trade_copy/presentation/pages/provider/copy_provider_detail_page.dart"
"_MetricRow",4,"lib/features/arena/presentation/widgets/hub/arena_state_cards.dart; lib/features/earn_savings/presentation/widgets/savings/savings_analytics_charts_metrics.dart; lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_common.dart; lib/features/trade_copy/presentation/pages/provider/provider_comparison_page.dart"
"_MetricTile",4,"lib/features/dca/presentation/widgets/hub/dca_overview_demo_metrics.dart; lib/features/earn_savings/presentation/widgets/savings/savings_what_if_common_widgets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_contingency_plan_sections.dart; lib/features/trade_copy/presentation/widgets/analytics/performance_attribution_summary_tabs.dart"
"_MetricsCard",3,"lib/features/dca/presentation/widgets/research/dca_backtester_results.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_trading_demo_page_common.dart; lib/features/wallet/presentation/widgets/tools/portfolio_analytics_metrics_assets.dart"
"_MetricsTab",3,"lib/features/cross_module/presentation/widgets/cross_module_analytics_tabs.dart; lib/features/trade_copy/presentation/widgets/analytics/copy_performance_details.dart; lib/features/trade_copy/presentation/widgets/safety/copy_safety_metrics_tools.dart"
"_MiniBadge",3,"lib/features/rewards/presentation/widgets/rewards_hub_components.dart; lib/features/trade/presentation/widgets/margin/margin_trading_shared_helpers.dart; lib/features/trade_copy/presentation/widgets/provider/trader_profile_stats_common.dart"
"_MiniHeader",3,"lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page_demo_and_title_widgets.dart; lib/features/arena/presentation/widgets/governance/arena_governance_gate_status_widgets.dart; lib/features/markets/presentation/pages/hub/market_overview_page_history_tools_widgets.dart"
"_MiniMetric",5,"lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_examples_and_shared_widgets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_multi_chain_page_sections.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_claims_tour.dart; lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_selection.dart; lib/features/trade_terminal/presentation/widgets/tools/risk_management_tabs.dart"
"_MiniPill",3,"lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_handoff_and_shared_widgets.dart; lib/features/arena/presentation/pages/hub/arena_production_ready_page_handoff_and_shared_widgets.dart; lib/features/launchpad/presentation/widgets/hub/launchpad_home_shared_widgets.dart"
"_MiniStat",5,"lib/features/admin/presentation/widgets/ab_test_dashboard_sections.dart; lib/features/markets/presentation/widgets/pair/market_depth_chart.dart; lib/features/markets/presentation/widgets/research/token_info_detail_widgets.dart; lib/features/markets/presentation/widgets/tools/market_calendar_filters.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_equity_curve_charts_cards.dart"
"_ModeCard",3,"lib/features/arena/presentation/pages/hub/arena_home_page_modes_and_rooms_section.dart; lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_settings.dart; lib/features/trade_copy/presentation/widgets/hub/copy_settings_modes.dart"
"_NoticeCard",6,"lib/features/arena/presentation/widgets/challenge/arena_join_page_sections.dart; lib/features/p2p_security/presentation/widgets/security/p2p_report_merchant_reasons_details.dart; lib/features/predictions/presentation/widgets/social/prediction_data_integration_common.dart; lib/features/referral/presentation/pages/referral_home_page_common.dart; lib/features/trade_copy/presentation/pages/flow/pre_copy_assessment_page.dart; lib/features/trade_copy/presentation/widgets/safety/dispute_resolution_form.dart"
"_NotificationCard",4,"lib/features/earn_savings/presentation/widgets/savings/savings_notifications_history.dart; lib/features/earn_staking/presentation/widgets/staking/staking_notifications_page_sections.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_overview_cards.dart; lib/features/trade_copy/presentation/widgets/hub/copy_notifications_page_sections.dart"
"_NotificationRow",3,"lib/features/notifications/presentation/widgets/notifications_page_sections.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_page_common.dart; lib/features/trade_copy/presentation/widgets/hub/copy_settings_controls.dart"
"_OrderBookRow",3,"lib/features/markets/presentation/widgets/pair/market_depth_order_book.dart; lib/features/p2p_marketplace/presentation/widgets/ads/p2p_order_book_cards_lists.dart; lib/features/predictions/presentation/widgets/event/prediction_event_detail_order_book.dart"
"_OrderSummary",3,"lib/features/p2p_orders/presentation/pages/orders/p2p_order_cancel_page.dart; lib/features/predictions/presentation/widgets/event/prediction_order_receipt_page_sections.dart; lib/features/trade/presentation/widgets/margin/margin_trading_order_summary.dart"
"_OverviewContent",3,"lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_overview_cards.dart; lib/features/trade_compliance/presentation/widgets/complaints/complaints_handling_overview_complaints.dart; lib/features/wallet/presentation/widgets/tools/portfolio_analytics_overview_chart.dart"
"_OverviewMetric",3,"lib/features/dca/presentation/pages/hub/dca_page_state_overview.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_earnings.dart; lib/features/predictions/presentation/widgets/social/prediction_data_integration_sources.dart"
"_OverviewTab",11,"lib/features/earn_staking/presentation/widgets/staking/staking_insurance_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_risk_disclosure_overview.dart; lib/features/launchpad/presentation/widgets/hub/launchpad_performance_overview.dart; lib/features/markets/presentation/widgets/research/token_info_tabs_widgets.dart; lib/features/profile/presentation/widgets/profile_vip_overview.dart; lib/features/trade_compliance/presentation/widgets/governance/client_categorization_overview_tab.dart; lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_overview.dart; lib/features/trade_copy/presentation/widgets/analytics/copy_performance_summary_tabs.dart; lib/features/trade_copy/presentation/widgets/provider/trader_profile_overview.dart; lib/features/wallet/presentation/widgets/tools/wallet_health_score_cards.dart"
"_Panel",5,"lib/features/trade/presentation/widgets/margin/margin_trading_shared_helpers.dart; lib/features/trade_copy/presentation/widgets/provider/provider_application_common.dart; lib/features/trade_copy/presentation/widgets/provider/trader_profile_stats_common.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_tools_common.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_trading_demo_page_common.dart"
"_Pill",5,"lib/features/earn_staking/presentation/widgets/staking/staking_community_governance_page_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_contingency_plan_support_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_social_feed_page_common.dart; lib/features/trade_bots/presentation/widgets/settings/bot_tax_reporting_common.dart; lib/features/trade_copy/presentation/pages/provider/copy_provider_detail_page.dart"
"_PlanMetric",3,"lib/features/dca/presentation/pages/hub/dca_page_history_and_create_sheet.dart; lib/features/earn_savings/presentation/widgets/savings/savings_dca_plans.dart; lib/features/earn_staking/presentation/widgets/staking/staking_insurance_plans.dart"
"_PositionCard",9,"lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_positions.dart; lib/features/earn_savings/presentation/widgets/savings/savings_portfolio_positions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_auto_compound_positions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_dashboard_positions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_earn_positions_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_insurance_positions.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_staking_positions.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_positions.dart; lib/features/trade/presentation/widgets/margin/margin_trading_positions_orders.dart"
"_PositionSummary",3,"lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_settings_sheet.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_positions.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_risk_calculator_form.dart"
"_PositionsTab",5,"lib/features/earn_staking/presentation/widgets/staking/staking_insurance_positions.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_staking_positions.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_positions.dart; lib/features/trade/presentation/widgets/margin/margin_trading_positions_orders.dart; lib/features/trade_terminal/presentation/widgets/tools/risk_management_tabs.dart"
"_PreviewRow",3,"lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_common.dart; lib/features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_preview.dart; lib/features/p2p_account/presentation/widgets/payment/p2p_payment_method_add_page_sections.dart"
"_PrivacyCard",3,"lib/features/arena/presentation/widgets/governance/arena_governance_gate_privacy_clarity.dart; lib/features/profile/presentation/widgets/kyc_details_privacy.dart; lib/features/trade_copy/presentation/widgets/hub/copy_settings_contacts_privacy.dart"
"_ProductCard",3,"lib/features/earn_savings/presentation/widgets/savings/savings_notification_preferences_delivery.dart; lib/features/earn_staking/presentation/widgets/staking/staking_earn_products.dart; lib/features/trade_compliance/presentation/widgets/governance/product_governance_products.dart"
"_ProgressCard",4,"lib/features/dev/presentation/widgets/route_checker_page_sections.dart; lib/features/profile/presentation/widgets/profile_vip_overview.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_tools_overview.dart; lib/features/wallet/presentation/widgets/history/transaction_detail_page_sections.dart"
"_ProgressHeader",6,"lib/features/earn_savings/presentation/widgets/savings/savings_risk_assessment_questions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_guide_page_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_risk_assessment_page_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_suitability_assessment_page_sections.dart; lib/features/onboarding/presentation/widgets/onboarding_shared_components.dart; lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_state.dart"
"_ProviderCard",4,"lib/features/markets/presentation/pages/research/social_signals_page_signal_provider_widgets.dart; lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_overview.dart; lib/features/trade_copy/presentation/pages/provider/copy_provider_detail_page.dart; lib/features/trade_copy/presentation/widgets/flow/copy_configuration_provider_capital_mode.dart"
"_QuestionCard",3,"lib/features/earn_savings/presentation/widgets/savings/savings_risk_assessment_questions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_risk_assessment_page_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_suitability_assessment_page_sections.dart"
"_QuickActions",6,"lib/features/earn_staking/presentation/widgets/staking/staking_multi_chain_page_common.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_order_content_cards.dart; lib/features/p2p_security/presentation/widgets/security/p2p_security_center_actions_events.dart; lib/features/support/presentation/widgets/help_center_hero_actions.dart; lib/features/trade_compliance/presentation/widgets/client_money/arm_integration_sla_actions.dart; lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_controls.dart"
"_QuickLinkButton",3,"lib/features/arena/presentation/pages/hub/my_arena_page_hero_and_tabs.dart; lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_scenarios_actions.dart; lib/features/trade_compliance/presentation/widgets/governance/client_categorization_page_chrome.dart"
"_QuickLinks",6,"lib/features/arena/presentation/pages/hub/my_arena_page_hero_and_tabs.dart; lib/features/arena/presentation/widgets/governance/arena_safety_center_page_common.dart; lib/features/earn_savings/presentation/widgets/savings/savings_recommendations_insights.dart; lib/features/predictions/presentation/widgets/event/prediction_event_detail_quick_links.dart; lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_scenarios_actions.dart; lib/features/trade_compliance/presentation/widgets/governance/client_categorization_page_chrome.dart"
"_QuickStats",4,"lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_overview_widgets.dart; lib/features/p2p_marketplace/presentation/widgets/ads/p2p_ad_analytics_overview_cards.dart; lib/features/trade_compliance/presentation/widgets/governance/regulatory_inspection_ready_page_sections.dart; lib/features/wallet/presentation/widgets/transfer/withdraw_limits_page_sections.dart"
"_RadarCard",3,"lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_charts.dart; lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_metrics.dart; lib/features/wallet/presentation/widgets/tools/wallet_health_score_cards.dart"
"_RecommendationCard",5,"lib/features/earn_staking/presentation/widgets/staking/staking_risk_score_results.dart; lib/features/markets/presentation/widgets/tools/market_correlations_matrix_widgets.dart; lib/features/onboarding/presentation/widgets/onboarding_shared_components.dart; lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_recommendations_common.dart; lib/features/wallet/presentation/widgets/tools/wallet_health_score_cards.dart"
"_RefreshButton",3,"lib/features/cross_module/presentation/widgets/unified_portfolio_overview.dart; lib/features/wallet/presentation/widgets/tools/wallet_gas_optimizer_current.dart; lib/features/wallet/presentation/widgets/transfer/deposit_page_common.dart"
"_ReportCard",3,"lib/features/cross_module/presentation/pages/tax_report_center_generate_and_reports_tabs.dart; lib/features/earn_staking/presentation/widgets/staking/staking_audit_reports_reports_findings.dart; lib/features/trade_compliance/presentation/widgets/governance/transaction_reporting_reports.dart"
"_RequirementRow",3,"lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_state.dart; lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_requirements_page_sections.dart; lib/features/trade_compliance/presentation/widgets/governance/regulatory_inspection_ready_page_sections.dart"
"_ResourceRow",4,"lib/features/dev/presentation/widgets/performance_monitor_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_tax_guide_jurisdictions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_transaction_widgets.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_risk_report_common.dart"
"_ResultRow",3,"lib/features/earn_staking/presentation/pages/staking/staking_voting_page.dart; lib/features/earn_staking/presentation/widgets/staking/staking_tax_guide_calculator.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_staking_calculator.dart"
"_ResultView",4,"lib/features/earn_savings/presentation/widgets/savings/savings_risk_assessment_result.dart; lib/features/earn_staking/presentation/widgets/staking/staking_risk_assessment_page_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_suitability_assessment_page_common.dart; lib/features/trade_bots/presentation/widgets/settings/bot_suitability_result_score.dart"
"_ResultsHeader",3,"lib/features/earn_savings/presentation/widgets/savings/savings_history_page_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_history_summary_filters.dart; lib/features/p2p_marketplace/presentation/widgets/hub/p2p_home_offer_list.dart"
"_RiskDisclosure",3,"lib/features/earn_staking/presentation/widgets/staking/staking_advanced_orders_guidance.dart; lib/features/launchpad/presentation/widgets/bridge/launchpad_bridge_compare_confirm.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_staking_hero.dart"
"_RiskTabs",3,"lib/features/earn_staking/presentation/widgets/staking/staking_risk_disclosure_overview.dart; lib/features/trade_copy/presentation/widgets/analytics/portfolio_risk_analysis_page_sections.dart; lib/features/trade_terminal/presentation/widgets/tools/risk_management_tabs.dart"
"_RiskWarning",5,"lib/features/launchpad/presentation/widgets/tools/launchpad_abi_diff_entries.dart; lib/features/markets/presentation/widgets/pair/pair_detail_chart_widgets.dart; lib/features/p2p_security/presentation/widgets/security/p2p_login_history_summary_filters.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_analyzer_risk.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_risk_calculator_analysis.dart"
"_RoundIcon",9,"lib/features/earn_savings/presentation/widgets/savings/savings_export_summary_widgets.dart; lib/features/earn_savings/presentation/widgets/savings/savings_notifications_common.dart; lib/features/earn_savings/presentation/widgets/savings/savings_recommendations_shared.dart; lib/features/earn_savings/presentation/widgets/savings/savings_what_if_common_widgets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_audit_reports_bounty_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_guide_page_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_notifications_page_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_regulatory_framework_sheet_common.dart; lib/features/p2p_marketplace/presentation/widgets/hub/p2p_guide_video_common.dart"
"_RuleRow",3,"lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_principles_section.dart; lib/features/arena/presentation/widgets/challenge/arena_mode_detail_rules.dart; lib/features/predictions/presentation/widgets/event/prediction_event_detail_detail_tabs.dart"
"_ScenarioCard",5,"lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_charts.dart; lib/features/earn_savings/presentation/pages/savings/savings_what_if_page_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_contingency_plan_sections.dart; lib/features/trade_compliance/presentation/widgets/disclosures/performance_scenarios_outcome_widgets.dart; lib/features/trade_copy/presentation/widgets/flow/copy_confirmation_page_sections.dart"
"_ScoreCard",3,"lib/features/profile/presentation/widgets/security_page_sections.dart; lib/features/trade_bots/presentation/widgets/settings/bot_suitability_result_score.dart; lib/features/trade_copy/presentation/widgets/hub/copy_trading_card_demo_common.dart"
"_SearchField",7,"lib/features/earn_savings/presentation/widgets/savings/savings_faq_page_sections.dart; lib/features/earn_savings/presentation/widgets/savings/savings_history_page_sections.dart; lib/features/earn_staking/presentation/pages/staking/staking_faq_page.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_address_book_controls.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_event_log_filter_widgets.dart; lib/features/predictions/presentation/widgets/hub/predictions_home_filters.dart; lib/features/trade_bots/presentation/widgets/settings/bot_faq_search_tabs.dart"
"_SectionConfig",3,"lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_examples_and_shared_widgets.dart; lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_handoff_and_shared_widgets.dart; lib/features/arena/presentation/pages/hub/arena_production_ready_page_screens_states_section.dart"
"_SectionHeader",5,"lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_common.dart; lib/features/dca/presentation/pages/research/dca_dynamic_amount_page_history_and_config.dart; lib/features/p2p_account/presentation/widgets/payment/p2p_payment_methods_page_sections.dart; lib/features/profile/presentation/widgets/device_management_page_sections.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_shared.dart"
"_SectionTabs",5,"lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_principles_section.dart; lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_canonical_states_section.dart; lib/features/arena/presentation/pages/hub/arena_production_ready_page_screens_states_section.dart; lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page_domains_suggestions_dropdowns.dart; lib/features/enterprise_states/presentation/widgets/enterprise_states_hero_tabs.dart"
"_SecurityNotice",3,"lib/features/launchpad/presentation/widgets/tools/launchpad_multisig_page_chrome.dart; lib/features/p2p_account/presentation/widgets/payment/p2p_payment_methods_page_sections.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_escrow_detail_timeline_actions.dart"
"_SettingsCard",4,"lib/features/earn_staking/presentation/widgets/staking/staking_auto_compound_settings.dart; lib/features/p2p_marketplace/presentation/pages/hub/p2p_notifications_settings_page.dart; lib/features/trade/presentation/widgets/hub/trade_settings_page_sections.dart; lib/features/trade_copy/presentation/widgets/hub/copy_settings_contacts_privacy.dart"
"_SheetFrame",10,"lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_shared.dart; lib/features/earn_savings/presentation/widgets/savings/savings_goal_sheet_common.dart; lib/features/earn_staking/presentation/pages/staking/staking_webhooks_page.dart; lib/features/earn_staking/presentation/widgets/staking/staking_advanced_orders_sheet_fields.dart; lib/features/earn_staking/presentation/widgets/staking/staking_institutional_sheet_painter.dart; lib/features/earn_staking/presentation/widgets/staking/staking_insurance_sheets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_liquid_staking_detail_sheet.dart; lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_sheet_widgets.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_tools_common.dart; lib/features/trade_terminal/presentation/widgets/tools/execution_quality_sheets.dart"
"_SheetMetric",3,"lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_settings_sheet.dart; lib/features/earn_savings/presentation/widgets/savings/savings_goal_sheet_common.dart; lib/features/earn_savings/presentation/widgets/savings/savings_recommendations_strategy_detail_sheet.dart"
"_SheetRow",3,"lib/features/earn_staking/presentation/widgets/staking/staking_insurance_sheets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_liquid_staking_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_regulatory_framework_sheet_common.dart"
"_SheetTitle",3,"lib/features/earn_staking/presentation/widgets/staking/staking_insurance_sheets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_verify_sheet.dart; lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_sheet_widgets.dart"
"_SignerRow",3,"lib/features/earn_staking/presentation/widgets/staking/staking_institutional_signers_features.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_multisig_tx_details.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_escrow_detail_multisig_order.dart"
"_SmallBadge",9,"lib/features/arena/presentation/pages/governance/arena_guide_page_faq_shared_widgets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_common.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_abi_diff_entries.dart; lib/features/p2p_security/presentation/widgets/security/p2p_2fa_settings_page_common.dart; lib/features/p2p_security/presentation/widgets/security/p2p_login_history_common.dart; lib/features/predictions/presentation/widgets/social/prediction_social_comment_list.dart; lib/features/trade/presentation/widgets/hub/orders_history_page_common.dart; lib/features/trade_compliance/presentation/widgets/execution/market_data_analytics_shared.dart; lib/features/wallet/presentation/widgets/tools/wallet_gas_optimizer_tips.dart"
"_SmallMetric",4,"lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_primitives.dart; lib/features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_summary_widgets.dart; lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_overview.dart"
"_SmallPill",11,"lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page_titles_and_shared_widgets.dart; lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_common_widgets.dart; lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_shared.dart; lib/features/earn_savings/presentation/widgets/savings/savings_recommendations_shared.dart; lib/features/earn_staking/presentation/widgets/staking/staking_audit_reports_bounty_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_regulatory_framework_sheet_common.dart; lib/features/markets/presentation/widgets/tools/market_correlations_diversification_widgets.dart; lib/features/p2p_marketplace/presentation/widgets/hub/p2p_dashboard_activity_cards.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_order_page_common.dart; lib/features/trade_compliance/presentation/widgets/governance/transaction_reporting_reports.dart; lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_queue_compliance.dart"
"_SortChips",3,"lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_holdings_widgets.dart; lib/features/markets/presentation/widgets/tools/market_correlations_pairs_widgets.dart; lib/features/trade/presentation/widgets/hub/position_dashboard_page_sections.dart"
"_SortSelector",3,"lib/features/launchpad/presentation/widgets/bridge/launchpad_bridge_compare_route_list.dart; lib/features/markets/presentation/widgets/tools/market_movers_filters.dart; lib/features/trade_compliance/presentation/widgets/execution/execution_venue_summary.dart"
"_StatCard",11,"lib/features/earn_staking/presentation/widgets/staking/staking_api_documentation_overview.dart; lib/features/markets/presentation/pages/hub/market_overview_page_hero_stats_widgets.dart; lib/features/markets/presentation/widgets/research/social_sentiment_tabs_widgets.dart; lib/features/markets/presentation/widgets/tools/market_derivatives_overview.dart; lib/features/p2p_account/presentation/widgets/merchant/p2p_merchant_profile_header_stats.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_disputes_page.dart; lib/features/p2p_marketplace/presentation/widgets/ads/p2p_my_ads_stats_cards.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_my_orders_page_sections.dart; lib/features/trade_compliance/presentation/widgets/execution/slippage_monitoring_overview.dart; lib/features/trade_compliance/presentation/widgets/governance/audit_trail_page_sections.dart; lib/features/trade_compliance/presentation/widgets/governance/transaction_reporting_stats.dart"
