file,line,owner,sourceWidget,classification,mode,fallback,highRisk,issue,notes
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_multisig_page.dart","103","_LaunchpadMultisigPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_multisig_page.dart","118","_LaunchpadMultisigPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_multisig_page.dart","159","_LaunchpadMultisigPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_notif_sound_page.dart","95","_LaunchpadNotifSoundPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_rebalance_page.dart","94","_LaunchpadRebalancePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_rebalance_page.dart","109","_LaunchpadRebalancePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_rebalance_page.dart","154","_LaunchpadRebalancePageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_risk_analytics_page.dart","79","_LaunchpadRiskAnalyticsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_staking_page.dart","88","_LaunchpadStakingPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_webhooks_page.dart","150","_LaunchpadWebhooksPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_webhooks_page.dart","164","_LaunchpadWebhooksPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.launchpad","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_webhooks_page.dart","196","_LaunchpadWebhooksPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/hub/market_overview_page.dart","75","MarketOverviewPage","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.markets","no","-","Uses shared back-navigation helper."
"flutter_app/lib/features/markets/presentation/pages/hub/watchlist_page.dart","165","_WatchlistPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/pair/market_depth_page.dart","174","_MarketDepthScaffold","VitHeader","parent_route_only","delegated_by_owner","delegated_callback","no","-","Reusable widget receives an owner-provided back callback."
"flutter_app/lib/features/markets/presentation/pages/pair/market_heatmap_page.dart","62","_MarketHeatmapPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/pair/pair_detail_page.dart","248","_PairDetailFallbackScaffold","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.markets","no","-","Uses shared back-navigation helper."
"flutter_app/lib/features/markets/presentation/pages/portfolio/advanced_charts_page_tabs_filters_widgets.dart","32","_AdvancedChartsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_overview_widgets.dart","26","_PortfolioTrackerPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/portfolio/price_alerts_page.dart","156","_PriceAlertsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/research/market_news_page.dart","82","_MarketNewsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/research/social_sentiment_page.dart","158","_SocialSentimentPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/research/social_signals_page_tabs_widgets.dart","47","_SocialSignalsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/research/token_info_page.dart","210","_TokenInfoScaffold","VitHeader","parent_route_only","delegated_by_owner","delegated_callback","no","-","Reusable widget receives an owner-provided back callback."
"flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page_upcoming_widgets.dart","44","_TokenUnlocksPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/tools/comparison_tool_page.dart","98","_ComparisonToolPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/tools/derivatives_overview_page.dart","65","_DerivativesOverviewPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/tools/market_calendar_page.dart","85","_MarketCalendarPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/tools/market_correlations_page.dart","97","_MarketCorrelationsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/tools/market_movers_page.dart","150","_MarketMoversPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/tools/market_screener_page.dart","199","_MarketScreenerPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.markets","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/pages/tools/market_sectors_page.dart","81","_MarketSectorsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.marketsSectors","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/markets/presentation/widgets/pair/pair_detail_header_widgets.dart","3","_PairHeader","VitHeaderActionButton","parent_route_only","delegated_by_owner","delegated_callback","no","-","Reusable widget receives an owner-provided back callback."
"flutter_app/lib/features/news/presentation/pages/news_page.dart","90","_NewsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.home","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/notifications/presentation/pages/notifications_page.dart","79","_NotificationsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_address_proof_page.dart","82","_P2PAddressProofPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycStatus","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_address_proof_page.dart","90","_P2PAddressProofPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycStatus","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_address_proof_page.dart","110","_P2PAddressProofPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_identity_verification_page.dart","77","_P2PIdentityVerificationPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycStatus","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_identity_verification_page.dart","85","_P2PIdentityVerificationPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycStatus","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_identity_verification_page.dart","105","_P2PIdentityVerificationPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_requirements_page.dart","69","P2PKycRequirementsPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_requirements_page.dart","77","P2PKycRequirementsPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_requirements_page.dart","90","P2PKycRequirementsPage","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_status_page.dart","67","P2PKycStatusPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycRequirements","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_status_page.dart","75","P2PKycStatusPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycRequirements","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_status_page.dart","88","P2PKycStatusPage","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_state.dart","49","_P2PMerchantApplyPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_selfie_verification_page.dart","90","_P2PSelfieVerificationPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycStatus","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_selfie_verification_page.dart","98","_P2PSelfieVerificationPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pKycStatus","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_selfie_verification_page.dart","111","_P2PSelfieVerificationPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_cooling_period_page.dart","56","P2PPaymentMethodCoolingPeriodPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pPaymentMethods","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_history_page.dart","54","P2PPaymentMethodHistoryPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pPaymentMethods","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_verification_page.dart","92","_P2PPaymentMethodVerificationPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pPaymentMethods","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_verification_page.dart","106","_P2PPaymentMethodVerificationPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pPaymentMethods","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_verification_page.dart","127","_P2PPaymentMethodVerificationPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pPaymentMethods","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_core/presentation/widgets/vit_p2p_flow_scaffold.dart","108","VitP2PFlowScaffold","VitHeader","parent_route_only","delegated_by_owner","delegated_callback","no","-","Reusable widget receives an owner-provided back callback."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_dispute_detail_page.dart","91","_P2PDisputeDetailPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pDisputes","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_dispute_evidence_page.dart","76","_P2PDisputeEvidencePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pDisputeDetail(widget.disputeId)","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_dispute_page.dart","85","_P2PDisputePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pOrder(widget.orderId)","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_dispute_resolution_page.dart","77","_P2PDisputeResolutionPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pDisputeDetail(widget.disputeId)","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_disputes_page.dart","54","P2PDisputesPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_page.dart","87","_P2PInsuranceFundPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_page.dart","100","_P2PInsuranceFundPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_page.dart","122","_P2PInsuranceFundPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_policy_page.dart","50","P2PInsurancePolicyPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pInsurance","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_policy_page.dart","58","P2PInsurancePolicyPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pInsurance","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_policy_page.dart","71","P2PInsurancePolicyPage","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_score_page.dart","55","P2PInsuranceScorePage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pInsurance","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_score_page.dart","63","P2PInsuranceScorePage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pInsurance","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_score_page.dart","76","P2PInsuranceScorePage","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_ad_analytics_page.dart","83","P2PAdAnalyticsPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_ad_detail_page.dart","71","_P2PAdDetailPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_order_book_page.dart","80","_P2POrderBookPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_order_book_page.dart","88","_P2POrderBookPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_order_book_page.dart","102","_P2POrderBookPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_dashboard_page.dart","91","_P2PDashboardPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_dashboard_page.dart","99","_P2PDashboardPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_dashboard_page.dart","112","_P2PDashboardPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart","96","_P2PExpressConfirmPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.p2p","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart","105","_P2PExpressConfirmPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.p2p","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart","133","_P2PExpressConfirmPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.p2p","yes","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_guide_page.dart","73","_P2PGuidePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_guide_page.dart","81","_P2PGuidePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_guide_page.dart","96","_P2PGuidePageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_notifications_settings_page.dart","72","_P2PNotificationsSettingsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pSettings","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_notifications_settings_page.dart","80","_P2PNotificationsSettingsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pSettings","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_notifications_settings_page.dart","95","_P2PNotificationsSettingsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_settings_page.dart","89","_P2PSettingsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_settings_page.dart","97","_P2PSettingsPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_settings_page.dart","112","_P2PSettingsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_trading_level_page.dart","56","P2PTradingLevelPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/widgets/hub/p2p_express_page_state.dart","35","_P2PExpressPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/widgets/hub/p2p_home_page_state.dart","39","_P2PHomePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.home","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/widgets/hub/p2p_home_page_state.dart","47","_P2PHomePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.home","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_marketplace/presentation/widgets/hub/p2p_home_page_state.dart","88","_P2PHomePageState","VitTopChrome","parent_route_only","parent_route_only","AppRoutePaths.home","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_my_orders_page.dart","91","_P2PMyOrdersPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_my_orders_page.dart","99","_P2PMyOrdersPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_my_orders_page.dart","115","_P2PMyOrdersPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_cancel_page.dart","68","_P2POrderCancelPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.p2pOrder(widget.orderId","yes","-","Uses shared back-navigation helper."
"flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_proof_page.dart","79","_P2POrderProofPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.p2pOrder(widget.orderId","yes","-","Uses shared back-navigation helper."
"flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_rate_page.dart","88","_P2POrderRatePageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.p2pOrder(widget.orderId)","yes","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/p2p_orders/presentation/pages/orders/p2p_order_timeline_page.dart","54","P2POrderTimelinePage","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.p2pOrder(orderId","yes","-","Uses shared back-navigation helper."
"flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_page.dart","97","_P2PWalletPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_page.dart","105","_P2PWalletPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_page.dart","118","_P2PWalletPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_transfer_page.dart","126","_P2PWalletTransferPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pWallet","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_transfer_page.dart","134","_P2PWalletTransferPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pWallet","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_transfer_page.dart","156","_P2PWalletTransferPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_page_state.dart","25","_P2POrderPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Uses shared back-navigation helper."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_achievements_page.dart","68","P2PAchievementsPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_achievements_page.dart","76","P2PAchievementsPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_achievements_page.dart","89","P2PAchievementsPage","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_aml_screening_page.dart","58","P2PAmlScreeningPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pComplianceOverview","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_aml_screening_page.dart","66","P2PAmlScreeningPage","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pComplianceOverview","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_aml_screening_page.dart","79","P2PAmlScreeningPage","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_anti_phishing_code_page.dart","91","_P2PAntiPhishingCodePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pSecurityCenter","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_anti_phishing_code_page.dart","99","_P2PAntiPhishingCodePageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pSecurityCenter","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_anti_phishing_code_page.dart","119","_P2PAntiPhishingCodePageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_add_page.dart","93","_P2PBlacklistAddPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pBlacklist","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_add_page.dart","101","_P2PBlacklistAddPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2pBlacklist","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_add_page.dart","114","_P2PBlacklistAddPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_page.dart","91","_P2PBlacklistPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_page.dart","99","_P2PBlacklistPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.p2p","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_page.dart","117","_P2PBlacklistPageState","VitHeader","parent_route_only","parent_route_only","snapshot.parentRoute","yes","-","Back goes to an explicit parent route."
